CODA Motion Analysis Text

Time	Markers																											
Time	Marker 09.X	Marker 09.Y	Marker 09.Z	9.V	Marker 10.X	Marker 10.Y	Marker 10.Z	10.V	Marker 11.X	Marker 11.Y	Marker 11.Z	11.V	Marker 12.X	Marker 12.Y	Marker 12.Z	12.V	Marker 13.X	Marker 13.Y	Marker 13.Z	13.V	Marker 14.X	Marker 14.Y	Marker 14.Z	14.V	Marker 15.X	Marker 15.Y	Marker 15.Z	15.V
(s)	(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)		(mm)	(mm)	(mm)	
30.221	-18.640	-678.729	-0.851	1	0.095	-0.319	1.373	1	1040.805	-0.354	2.526	1	0.000	0.000	0.000	0	535.858	-461.358	200.895	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.226	-18.815	-678.647	-0.882	1	-0.111	0.392	-0.702	1	1041.010	0.102	0.448	1	0.000	0.000	0.000	0	535.768	-461.297	200.969	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.231	-18.908	-678.614	-1.932	1	0.135	-0.195	0.876	1	1041.304	0.322	0.501	1	0.000	0.000	0.000	0	535.714	-461.654	201.806	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.236	-18.830	-678.782	-0.889	1	-0.200	0.507	-0.973	1	1040.901	-0.260	2.090	1	0.000	0.000	0.000	0	535.660	-460.946	200.680	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.241	-18.717	-678.609	-0.743	1	-0.046	0.405	-0.142	1	1041.071	-0.261	1.601	1	0.000	0.000	0.000	0	535.208	-460.986	200.013	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.246	-18.968	-678.619	-1.531	1	0.137	0.099	0.093	1	1041.383	0.785	-0.933	1	0.000	0.000	0.000	0	535.242	-461.134	201.041	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.251	-18.840	-678.722	-1.741	1	0.013	0.210	-0.567	1	1041.247	-0.265	0.332	1	0.000	0.000	0.000	0	535.041	-461.038	200.575	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.256	-18.838	-678.734	-1.156	1	0.163	-0.115	0.233	1	1041.283	0.255	-0.017	1	0.000	0.000	0.000	0	535.059	-460.733	200.235	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.261	-19.074	-678.548	-2.457	1	0.051	0.029	-0.506	1	1041.356	0.176	-0.415	1	0.000	0.000	0.000	0	534.779	-460.644	199.978	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.266	-18.976	-678.466	-2.018	1	0.040	0.019	0.084	1	1041.026	0.172	0.776	1	0.000	0.000	0.000	0	534.704	-460.846	201.520	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.271	-18.911	-678.651	-2.342	1	0.226	-0.338	0.788	1	1041.000	0.123	0.061	1	0.000	0.000	0.000	0	534.573	-460.505	200.652	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.276	-18.881	-678.753	-1.768	1	-0.031	0.094	0.086	1	1040.726	-0.711	2.322	1	0.000	0.000	0.000	0	534.638	-460.890	200.913	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.281	-18.954	-678.717	-1.137	1	0.145	-0.357	1.154	1	1041.050	0.163	0.325	1	0.000	0.000	0.000	0	534.270	-460.980	201.451	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.286	-18.817	-678.876	-1.158	1	-0.039	0.058	0.201	1	1040.857	-0.238	0.529	1	0.000	0.000	0.000	0	534.290	-460.518	201.421	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.291	-18.587	-678.760	-0.552	1	0.115	-0.028	0.213	1	1040.930	-0.404	0.818	1	0.000	0.000	0.000	0	534.122	-460.679	202.358	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.296	-18.707	-678.775	-0.535	1	-0.072	0.254	-0.364	1	1041.060	0.144	0.521	1	0.000	0.000	0.000	0	533.966	-460.351	201.064	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.301	-19.054	-678.656	-1.813	1	-0.107	0.377	-0.883	1	1040.856	-0.264	1.996	1	0.000	0.000	0.000	0	533.834	-460.570	201.103	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.306	-19.018	-678.619	-2.379	1	-0.071	0.466	-0.941	1	1040.865	-0.262	1.812	1	0.000	0.000	0.000	0	533.692	-460.340	201.654	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.311	-18.842	-678.718	-1.650	1	-0.131	0.223	-0.340	1	1040.996	0.572	0.422	1	0.000	0.000	0.000	0	533.419	-460.539	202.214	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.316	-18.822	-678.841	-1.161	1	0.129	-0.258	0.817	1	1040.928	-0.386	1.482	1	0.000	0.000	0.000	0	533.443	-460.057	200.360	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.321	-18.920	-678.883	-0.735	1	-0.019	0.108	-0.290	1	1040.987	0.092	1.059	1	0.000	0.000	0.000	0	533.158	-460.022	200.909	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.326	-18.747	-678.787	-0.945	1	-0.038	0.057	0.050	1	1040.746	-0.253	1.362	1	0.000	0.000	0.000	0	532.940	-459.880	200.620	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.331	-18.813	-678.691	-0.934	1	0.057	-0.156	0.903	1	1040.837	-0.614	2.590	1	0.000	0.000	0.000	0	532.560	-460.016	201.473	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.336	-18.687	-678.743	-0.647	1	-0.018	0.211	0.038	1	1041.184	0.247	-0.476	1	0.000	0.000	0.000	0	532.673	-459.889	201.673	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.341	-19.059	-678.562	-2.594	1	0.122	-0.463	1.015	1	1041.079	0.297	0.256	1	0.000	0.000	0.000	0	532.368	-459.893	201.298	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.346	-19.010	-678.701	-1.547	1	0.184	-0.261	1.120	1	1041.035	0.252	0.149	1	0.000	0.000	0.000	0	531.949	-459.584	201.651	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.351	-19.067	-678.586	-2.494	1	0.069	-0.023	0.412	1	1040.992	-0.118	0.915	1	0.000	0.000	0.000	0	531.775	-459.819	202.275	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.356	-18.668	-678.779	-0.179	1	-0.099	0.247	-0.376	1	1041.177	0.634	-0.810	1	0.000	0.000	0.000	0	531.463	-459.480	201.332	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.361	-18.728	-678.667	-0.633	1	-0.068	0.387	-0.616	1	1041.272	0.705	-1.150	1	0.000	0.000	0.000	0	531.164	-459.053	200.603	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.366	-18.950	-678.708	-1.067	1	-0.006	-0.079	0.304	1	1041.389	0.588	-0.896	1	0.000	0.000	0.000	0	530.607	-458.996	201.120	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.371	-18.683	-678.650	-0.815	1	0.078	-0.190	1.140	1	1041.053	0.275	0.545	1	0.000	0.000	0.000	0	530.407	-458.905	201.748	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.376	-18.871	-678.558	-1.672	1	-0.070	0.345	-0.208	1	1040.803	-0.164	1.662	1	0.000	0.000	0.000	0	530.040	-458.919	203.059	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.381	-18.760	-678.690	-0.427	1	0.036	-0.012	0.434	1	1041.198	0.029	-0.254	1	0.000	0.000	0.000	0	529.587	-458.992	202.456	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.386	-18.780	-678.717	-0.168	1	-0.031	0.156	0.171	1	1041.131	0.269	0.438	1	0.000	0.000	0.000	0	529.440	-459.082	203.771	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.391	-18.831	-678.669	-0.955	1	0.072	-0.255	0.668	1	1040.907	-0.289	1.143	1	0.000	0.000	0.000	0	528.859	-458.905	203.051	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.396	0.000	0.000	0.000	0	0.101	-0.062	0.577	1	1040.992	0.097	-0.055	1	0.000	0.000	0.000	0	528.412	-458.117	200.373	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.401	-19.084	-678.645	-2.010	1	-0.177	0.257	-0.985	1	1041.016	-0.139	0.725	1	0.000	0.000	0.000	0	527.946	-458.609	203.240	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.406	-18.826	-678.875	-0.825	1	0.054	0.049	0.522	1	1041.114	0.342	0.054	1	0.000	0.000	0.000	0	527.666	-458.258	202.039	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.411	-18.735	-678.745	-0.848	1	0.063	0.064	0.275	1	1041.492	0.515	-1.413	1	0.000	0.000	0.000	0	527.268	-458.150	202.837	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.416	-18.901	-678.641	-1.996	1	0.160	-0.172	0.669	1	1041.210	0.603	-0.731	1	0.000	0.000	0.000	0	526.749	-458.028	202.727	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.421	-18.645	-678.837	-0.479	1	0.156	-0.332	1.079	1	1040.947	-0.569	1.858	1	0.000	0.000	0.000	0	526.365	-457.593	201.458	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.426	-18.738	-678.813	-0.304	1	0.065	-0.525	1.523	1	1041.604	0.546	-1.879	1	0.000	0.000	0.000	0	525.859	-458.021	203.326	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.431	-18.817	-678.797	-0.472	1	0.050	-0.371	1.057	1	1041.170	0.143	-0.175	1	0.000	0.000	0.000	0	525.590	-457.900	204.146	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.436	-19.000	-678.572	-2.371	1	-0.058	0.069	0.070	1	1041.063	-0.212	1.432	1	0.000	0.000	0.000	0	525.003	-458.007	203.451	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.441	-18.748	-678.850	-0.635	1	0.007	0.130	0.219	1	1040.667	-0.263	1.758	1	0.000	0.000	0.000	0	524.793	-457.740	203.862	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.446	-18.778	-678.747	-0.803	1	0.062	-0.067	0.128	1	1040.857	-0.671	1.549	1	0.000	0.000	0.000	0	524.382	-457.328	202.632	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.451	-18.952	-678.754	-1.884	1	-0.179	0.240	-0.763	1	1041.311	0.517	-1.026	1	0.000	0.000	0.000	0	523.929	-457.808	204.066	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.456	-18.718	-678.892	-0.779	1	0.118	-0.017	0.610	1	1040.956	-0.125	1.441	1	0.000	0.000	0.000	0	523.512	-457.458	203.538	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.461	-18.698	-678.758	-0.601	1	0.227	-0.231	0.824	1	1040.942	-0.100	1.129	1	0.000	0.000	0.000	0	522.969	-457.577	204.309	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.466	-18.658	-679.022	0.258	1	0.311	-0.203	1.112	1	1041.111	0.372	-0.064	1	0.000	0.000	0.000	0	522.458	-457.823	204.967	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.471	-18.787	-678.626	-0.917	1	0.235	-0.123	1.303	1	1041.468	0.271	-0.405	1	0.000	0.000	0.000	0	522.014	-457.737	205.900	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.476	-18.771	-678.770	-0.979	1	0.179	-0.169	0.916	1	1041.023	0.521	-0.177	1	0.000	0.000	0.000	0	521.693	-457.686	205.242	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.481	-18.783	-678.659	-0.608	1	0.037	-0.057	-0.152	1	1040.943	-0.169	0.807	1	0.000	0.000	0.000	0	521.160	-457.395	204.555	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.486	-18.818	-678.698	-1.424	1	0.123	-0.209	0.769	1	1041.224	0.284	0.015	1	0.000	0.000	0.000	0	520.849	-457.804	206.004	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.491	-18.744	-678.680	-0.485	1	0.273	-0.191	0.705	1	1041.393	0.619	-0.939	1	0.000	0.000	0.000	0	520.129	-457.577	205.883	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.496	-18.646	-678.738	-0.090	1	0.044	0.207	-0.147	1	1041.059	-0.157	0.688	1	0.000	0.000	0.000	0	519.678	-457.488	205.609	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.501	-18.775	-678.681	-1.546	1	0.465	-0.577	1.775	1	1040.983	-0.424	1.775	1	0.000	0.000	0.000	0	519.083	-457.197	205.929	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.506	-19.121	-678.497	-2.520	1	0.347	-0.611	2.197	1	1041.183	0.086	0.867	1	0.000	0.000	0.000	0	518.445	-457.461	206.031	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.511	-19.108	-678.629	-2.263	1	0.225	-0.054	0.852	1	1041.265	0.347	-0.802	1	0.000	0.000	0.000	0	517.745	-457.603	206.780	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.516	-18.929	-678.522	-1.567	1	0.154	0.042	0.640	1	1040.965	0.175	0.204	1	0.000	0.000	0.000	0	517.030	-457.555	207.881	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.521	-18.637	-678.732	0.117	1	0.169	-0.029	0.565	1	1041.280	0.143	-0.029	1	0.000	0.000	0.000	0	516.447	-457.011	207.326	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.526	-18.571	-679.018	0.595	1	0.046	0.078	-0.302	1	1041.503	0.834	-1.642	1	0.000	0.000	0.000	0	515.911	-457.441	207.486	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.531	-18.653	-678.774	-0.322	1	0.226	-0.045	1.144	1	1040.915	0.086	0.899	1	0.000	0.000	0.000	0	514.956	-457.009	208.010	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.536	-18.919	-678.570	-2.465	1	0.259	-0.117	1.296	1	1040.933	-0.073	1.112	1	0.000	0.000	0.000	0	514.403	-456.878	207.074	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.541	-18.756	-678.902	-0.573	1	0.213	-0.456	1.623	1	1041.244	0.614	-0.520	1	0.000	0.000	0.000	0	513.745	-457.076	208.947	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.546	-18.707	-678.765	-0.828	1	0.037	0.036	0.117	1	1041.373	0.395	-0.624	1	0.000	0.000	0.000	0	513.083	-456.741	208.475	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.551	-18.969	-678.750	-1.343	1	0.052	0.061	0.235	1	1041.007	0.121	0.403	1	0.000	0.000	0.000	0	512.296	-456.790	208.456	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.556	-18.782	-678.726	-0.591	1	0.034	0.356	-0.855	1	1041.193	0.709	-1.040	1	0.000	0.000	0.000	0	511.372	-456.563	208.815	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.561	-18.688	-678.766	-0.391	1	0.051	-0.252	0.550	1	1041.243	0.639	-1.357	1	0.000	0.000	0.000	0	510.449	-456.585	209.562	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.566	-18.911	-678.702	-1.464	1	0.152	0.048	0.429	1	1041.482	1.021	-1.618	1	0.000	0.000	0.000	0	509.670	-456.168	207.610	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.571	-18.960	-678.736	-1.310	1	0.194	-0.194	0.776	1	1040.980	-0.051	0.335	1	0.000	0.000	0.000	0	508.878	-456.268	209.136	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.576	-18.804	-679.015	-0.434	1	0.055	-0.188	0.448	1	1041.275	0.567	-0.829	1	0.000	0.000	0.000	0	508.091	-456.330	210.260	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.581	-18.936	-678.740	-2.124	1	0.123	-0.101	0.556	1	1041.376	0.529	-1.121	1	0.000	0.000	0.000	0	507.198	-455.962	209.799	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.586	-18.878	-678.860	-0.790	1	-0.126	0.286	-0.372	1	1040.684	-0.272	1.624	1	0.000	0.000	0.000	0	506.340	-456.148	210.437	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.591	-18.955	-678.694	-1.994	1	0.063	-0.218	0.687	1	1041.394	0.543	-0.751	1	0.000	0.000	0.000	0	505.361	-455.920	210.190	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.596	-19.108	-678.594	-1.921	1	0.297	-0.564	1.924	1	1040.902	-0.681	2.138	1	0.000	0.000	0.000	0	504.370	-455.409	209.319	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.601	-19.079	-678.803	-1.578	1	0.106	-0.238	0.473	1	1040.942	-0.388	2.015	1	0.000	0.000	0.000	0	503.640	-455.761	210.742	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.606	-18.882	-678.632	-1.222	1	0.020	-0.289	0.560	1	1040.840	-0.291	0.414	1	0.000	0.000	0.000	0	502.507	-455.284	209.942	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.611	-19.011	-678.640	-1.463	1	0.165	-0.335	1.175	1	1040.809	-0.311	0.790	1	0.000	0.000	0.000	0	501.616	-455.464	211.243	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.616	-18.913	-678.817	-0.885	1	0.100	-0.154	0.659	1	1041.070	0.024	0.377	1	0.000	0.000	0.000	0	500.513	-455.840	212.851	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.621	-18.800	-678.827	-1.210	1	0.067	-0.138	0.972	1	1041.124	0.228	0.041	1	0.000	0.000	0.000	0	499.624	-455.439	212.204	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.626	-18.943	-678.698	-1.493	1	0.147	-0.186	0.860	1	1040.908	-0.267	1.679	1	0.000	0.000	0.000	0	498.614	-455.481	212.246	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.631	-18.835	-678.757	-1.334	1	0.027	-0.151	0.453	1	1041.346	0.750	-1.885	1	0.000	0.000	0.000	0	497.688	-455.098	211.849	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.636	-18.937	-678.816	-0.678	1	0.076	0.148	-0.127	1	1040.813	-0.377	0.866	1	0.000	0.000	0.000	0	496.811	-455.021	212.203	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.641	-18.817	-678.800	-0.798	1	0.113	-0.260	0.663	1	1041.094	-0.305	1.031	1	0.000	0.000	0.000	0	495.841	-454.986	213.048	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.646	-18.915	-678.602	-1.964	1	-0.119	0.201	-0.120	1	1041.006	0.100	0.544	1	0.000	0.000	0.000	0	494.833	-454.855	213.518	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.651	-18.846	-678.604	-1.162	1	-0.040	0.041	0.382	1	1040.826	-0.275	1.486	1	0.000	0.000	0.000	0	493.689	-455.139	213.896	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.656	-18.918	-678.708	-1.419	1	0.090	-0.271	1.090	1	1040.980	0.414	-0.416	1	0.000	0.000	0.000	0	492.678	-454.699	213.191	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.661	-18.792	-678.844	-0.410	1	0.211	-0.272	1.236	1	1040.913	-0.008	0.333	1	0.000	0.000	0.000	0	491.753	-454.754	212.477	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.666	-18.900	-678.672	-1.333	1	0.227	-0.636	1.742	1	1041.136	0.170	0.060	1	0.000	0.000	0.000	0	490.735	-454.898	214.465	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.671	-18.835	-678.500	-1.034	1	0.072	-0.011	0.464	1	1040.879	-0.267	2.259	1	0.000	0.000	0.000	0	489.749	-454.911	214.861	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.676	-18.932	-678.836	-0.554	1	0.065	-0.112	0.420	1	1040.926	0.467	0.266	1	0.000	0.000	0.000	0	488.848	-454.898	215.024	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.681	-18.937	-678.595	-1.541	1	0.011	0.102	-0.134	1	1041.116	0.097	0.058	1	0.000	0.000	0.000	0	487.809	-454.875	215.273	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.686	-18.643	-678.791	0.302	1	-0.069	0.215	0.216	1	1041.202	0.548	-0.853	1	0.000	0.000	0.000	0	486.879	-454.789	215.015	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.691	-18.584	-678.929	0.344	1	0.019	0.060	0.453	1	1041.256	0.193	-0.315	1	0.000	0.000	0.000	0	485.990	-455.139	216.655	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.696	-18.963	-678.654	-1.122	1	0.152	-0.284	1.425	1	1041.123	0.240	-0.565	1	0.000	0.000	0.000	0	484.836	-455.050	215.755	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.701	-18.874	-678.828	-1.209	1	0.255	-0.451	1.561	1	1040.720	-0.596	2.522	1	0.000	0.000	0.000	0	483.972	-454.959	216.050	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.706	-18.970	-678.786	-1.111	1	0.095	-0.385	1.018	1	1041.042	-0.052	1.146	1	0.000	0.000	0.000	0	482.837	-454.744	215.926	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.711	-19.112	-678.672	-2.149	1	-0.182	0.368	-0.917	1	1041.133	0.238	0.392	1	0.000	0.000	0.000	0	481.913	-454.979	217.164	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.716	-18.886	-678.810	-0.863	1	0.122	-0.227	0.989	1	1040.898	-0.036	1.026	1	0.000	0.000	0.000	0	480.783	-454.928	217.104	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.721	-18.867	-678.661	-1.752	1	0.240	-0.368	1.291	1	1040.849	-0.494	2.624	1	0.000	0.000	0.000	0	479.747	-455.000	217.762	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.726	-18.876	-678.876	-0.044	1	0.010	0.004	0.099	1	1040.788	-0.141	1.298	1	0.000	0.000	0.000	0	478.842	-455.500	218.194	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.731	-18.632	-678.913	0.246	1	0.066	-0.275	0.682	1	1041.293	0.129	0.298	1	0.000	0.000	0.000	0	477.918	-455.308	219.395	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.736	-19.143	-678.633	-2.187	1	0.277	-0.348	1.459	1	1041.119	-0.065	0.245	1	0.000	0.000	0.000	0	476.862	-455.076	218.811	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.741	-18.866	-678.783	-1.221	1	0.101	-0.358	0.933	1	1041.116	0.841	-1.648	1	0.000	0.000	0.000	0	475.851	-454.690	217.474	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.746	-18.770	-678.828	-0.720	1	-0.019	-0.044	0.041	1	1041.138	0.153	-0.342	1	0.000	0.000	0.000	0	474.917	-454.940	218.817	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.751	-18.945	-678.730	-0.725	1	0.119	-0.026	-0.166	1	1040.859	-0.024	2.027	1	0.000	0.000	0.000	0	473.601	-454.876	218.358	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.756	-18.874	-678.809	-0.380	1	0.134	-0.311	0.624	1	1040.909	-0.012	0.863	1	0.000	0.000	0.000	0	472.895	-455.127	219.059	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.761	-19.007	-678.659	-1.874	1	0.262	-0.206	1.147	1	1041.232	0.327	-1.185	1	0.000	0.000	0.000	0	471.802	-455.124	219.355	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.766	-18.857	-678.672	-1.004	1	0.098	-0.037	0.402	1	1040.922	0.283	-0.354	1	0.000	0.000	0.000	0	470.899	-455.350	220.817	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.771	-18.760	-678.899	-0.823	1	-0.048	0.191	-0.342	1	1040.952	-0.043	0.161	1	0.000	0.000	0.000	0	469.818	-454.792	218.698	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.776	-18.620	-678.936	0.258	1	0.101	-0.112	0.450	1	1040.761	0.218	0.723	1	0.000	0.000	0.000	0	468.862	-455.036	219.876	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.781	-18.970	-678.681	-1.055	1	0.161	-0.076	0.212	1	1041.215	0.617	-1.225	1	0.000	0.000	0.000	0	467.875	-454.752	218.447	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.786	-18.935	-678.561	-1.895	1	-0.102	0.183	-0.264	1	1041.006	-0.444	0.850	1	0.000	0.000	0.000	0	466.835	-454.955	219.270	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.791	-18.883	-678.742	-0.951	1	0.100	-0.063	0.071	1	1041.416	0.221	-0.865	1	0.000	0.000	0.000	0	465.860	-455.555	221.015	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.796	-18.618	-678.876	-0.020	1	-0.076	0.131	-0.217	1	1041.049	-0.165	0.569	1	0.000	0.000	0.000	0	465.076	-455.453	221.806	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.801	-18.965	-678.616	-1.676	1	-0.037	0.112	-0.189	1	1041.260	0.382	0.258	1	0.000	0.000	0.000	0	463.951	-454.959	219.724	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.806	-18.568	-679.008	0.792	1	0.122	0.132	-0.083	1	1040.944	-0.524	1.947	1	0.000	0.000	0.000	0	463.086	-455.336	221.088	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.811	-18.955	-678.641	-0.863	1	0.193	-0.214	1.087	1	1041.227	0.109	0.662	1	0.000	0.000	0.000	0	462.116	-455.562	221.812	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.816	-18.978	-678.778	-0.871	1	0.086	-0.041	0.571	1	1041.113	0.467	-0.750	1	0.000	0.000	0.000	0	461.288	-455.715	222.539	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.821	-18.848	-678.728	-0.987	1	0.278	-0.345	1.228	1	1041.176	1.003	-1.534	1	0.000	0.000	0.000	0	460.190	-455.474	221.099	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.826	-19.115	-678.649	-1.881	1	0.054	0.244	-0.116	1	1041.388	0.414	-1.574	1	0.000	0.000	0.000	0	459.374	-455.625	221.305	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.831	-18.746	-678.709	-0.359	1	0.002	0.170	0.037	1	1041.494	1.250	-2.252	1	0.000	0.000	0.000	0	458.393	-455.773	220.653	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.836	-18.819	-678.737	-0.424	1	-0.006	0.028	0.159	1	1041.289	1.336	-1.949	1	0.000	0.000	0.000	0	457.750	-456.124	222.762	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
30.841	-18.948	-678.683	-1.204	1	0.037	0.082	-0.217	1	1040.909	-0.908	2.451	1	0.000	0.000	0.000	0	456.868	-456.476	223.542	1	0.000	0.000	0.000	0	0.000	0.000	0.000	0
